Vd_1,Vd_2,Vd_3,Id_1,Id_2,Id_3
0.08351648351648351,0.08498168498168499,0.08571428571428572,109.89010989010988,98.16849816849816,106.22710622710622
0.08717948717948718,0.09157509157509157,0.08864468864468865,87.91208791208791,80.5860805860806,85.71428571428571
0.07838827838827839,0.07252747252747253,0.07179487179487179,97.43589743589743,116.48351648351648,108.42490842490842
0.10989010989010989,0.12967032967032968,0.11282051282051282,59.340659340659336,29.304029304029303,59.340659340659336
0.09523809523809523,0.1010989010989011,0.08791208791208792,81.31868131868133,79.85347985347985,104.02930402930403
0.08278388278388278,0.08131868131868132,0.09010989010989011,91.57509157509156,92.3076923076923,92.3076923076923
0.09377289377289377,0.08791208791208792,0.0945054945054945,78.3882783882784,84.98168498168498,68.86446886446888
0.08937728937728938,0.0967032967032967,0.07985347985347985,87.17948717948717,81.31868131868133,88.64468864468864
0.08205128205128205,0.073992673992674,0.08424908424908426,105.49450549450549,117.94871794871794,95.97069597069597
0.08644688644688645,0.08571428571428572,0.07838827838827839,79.85347985347985,95.23809523809523,99.63369963369964
0.09597069597069598,0.09597069597069598,0.10256410256410256,78.3882783882784,85.71428571428571,73.992673992674
0.10842490842490843,0.11355311355311355,0.11135531135531136,68.86446886446888,53.479853479853475,67.3992673992674
0.1054945054945055,0.11208791208791209,0.0945054945054945,87.17948717948717,89.37728937728937,84.24908424908425
0.11721611721611722,0.10036630036630037,0.13186813186813187,82.05128205128206,103.29670329670328,79.85347985347985
0.12967032967032968,0.13626373626373625,0.12014652014652015,82.05128205128206,70.32967032967034,76.92307692307693
0.12454212454212454,0.12014652014652015,0.11062271062271062,95.97069597069597,112.82051282051282,130.40293040293042
0.1457875457875458,0.1413919413919414,0.14505494505494507,94.5054945054945,92.3076923076923,100.36630036630036
0.15457875457875458,0.14871794871794872,0.15677655677655677,91.57509157509156,73.26007326007327,84.98168498168498
0.17582417582417584,0.1934065934065934,0.19267399267399268,83.51648351648352,54.21245421245421,56.41025641025641
0.18461538461538463,0.20952380952380953,0.2,84.98168498168498,69.5970695970696,87.17948717948717
0.19926739926739928,0.19047619047619047,0.1978021978021978,80.5860805860806,80.5860805860806,105.49450549450549
0.18974358974358974,0.189010989010989,0.19853479853479852,101.83150183150182,91.57509157509156,71.06227106227107
0.20293040293040293,0.1956043956043956,0.18827838827838828,98.16849816849816,85.71428571428571,151.64835164835165
0.2153846153846154,0.23003663003663002,0.22564102564102564,95.23809523809523,71.06227106227107,62.27106227106227
0.2271062271062271,0.2293040293040293,0.21172161172161172,90.1098901098901,101.83150183150182,107.6923076923077
0.2424908424908425,0.24981684981684982,0.24981684981684982,86.44688644688644,91.57509157509156,76.1904761904762
0.24322344322344322,0.2600732600732601,0.24175824175824176,96.7032967032967,63.003663003663,112.82051282051282
0.26153846153846155,0.26153846153846155,0.2571428571428571,89.37728937728937,84.98168498168498,101.0989010989011
0.26373626373626374,0.2761904761904762,0.2703296703296703,99.63369963369964,102.56410256410255,104.76190476190476
0.2695970695970696,0.27765567765567767,0.27472527472527475,101.0989010989011,81.31868131868133,93.04029304029304
0.27106227106227104,0.2725274725274725,0.27692307692307694,115.75091575091575,109.15750915750915,123.07692307692308
0.25860805860805863,0.23516483516483516,0.27326007326007323,139.1941391941392,160.43956043956047,86.44688644688644
0.2703296703296703,0.2857142857142857,0.27106227106227104,132.6007326007326,86.44688644688644,128.2051282051282
0.2783882783882784,0.3054945054945055,0.2703296703296703,136.26373626373626,124.54212454212454,146.52014652014654
0.29304029304029305,0.2827838827838828,0.2703296703296703,132.6007326007326,117.21611721611721,169.96336996336996
0.28644688644688643,0.2886446886446886,0.263003663003663,150.1831501831502,134.06593406593407,150.91575091575092
